Item,Type,DistNum,TargetNum,Context,Target
35,Reflexive,SG,SG,The young caddy who escorted the experienced golfer supposedly dirtied {} by falling in the sand.,himself
35,Reflexive,SG,PL,The young caddy who escorted the experienced golfer supposedly dirtied {} by falling in the sand.,themselves
35,Reflexive,PL,SG,The young caddy who escorted the experienced golfers supposedly dirtied {} by falling in the sand.,himself
35,Reflexive,PL,PL,The young caddy who escorted the experienced golfers supposedly dirtied {} by falling in the sand.,themselves
36,Verbal,SG,SG,The construction worker who argued with the shift leader undeniably {} disgruntled about being harshly disciplined.,was
36,Verbal,SG,PL,The construction worker who argued with the shift leader undeniably {} disgruntled about being harshly disciplined.,were
36,Verbal,PL,SG,The construction worker who argued with the shift leaders undeniably {} disgruntled about being harshly disciplined.,was
36,Verbal,PL,PL,The construction worker who argued with the shift leaders undeniably {} disgruntled about being harshly disciplined.,were
36,Reflexive,SG,SG,The construction worker who argued with the shift leader undeniably hurt {} on the construction site.,himself
36,Reflexive,SG,PL,The construction worker who argued with the shift leader undeniably hurt {} on the construction site.,themselves
36,Reflexive,PL,SG,The construction worker who argued with the shift leaders undeniably hurt {} on the construction site.,himself
36,Reflexive,PL,PL,The construction worker who argued with the shift leaders undeniably hurt {} on the construction site.,themselves
37,Verbal,SG,SG,The grimy blacksmith who worked for the royal knight evidently {} unaware of basic forging techniques.,was
37,Verbal,SG,PL,The grimy blacksmith who worked for the royal knight evidently {} unaware of basic forging techniques.,were
37,Verbal,PL,SG,The grimy blacksmith who worked for the royal knights evidently {} unaware of basic forging techniques.,was
37,Verbal,PL,PL,The grimy blacksmith who worked for the royal knights evidently {} unaware of basic forging techniques.,were
37,Reflexive,SG,SG,The grimy blacksmith who worked for the royal knight evidently hurt {} with the sharp tools.,himself
37,Reflexive,SG,PL,The grimy blacksmith who worked for the royal knight evidently hurt {} with the sharp tools.,themselves
37,Reflexive,PL,SG,The grimy blacksmith who worked for the royal knights evidently hurt {} with the sharp tools.,himself
37,Reflexive,PL,PL,The grimy blacksmith who worked for the royal knights evidently hurt {} with the sharp tools.,themselves
38,Verbal,SG,SG,The paranoid foreman who supervised the coal miner presumably {} worried about dangerous working conditions.,was
38,Verbal,SG,PL,The paranoid foreman who supervised the coal miner presumably {} worried about dangerous working conditions.,were
38,Verbal,PL,SG,The paranoid foreman who supervised the coal miners presumably {} worried about dangerous working conditions.,was
38,Verbal,PL,PL,The paranoid foreman who supervised the coal miners presumably {} worried about dangerous working conditions.,were
38,Reflexive,SG,SG,The paranoid foreman who supervised the coal miner presumably saved {} after the awful cave-in.,himself
38,Reflexive,SG,PL,The paranoid foreman who supervised the coal miner presumably saved {} after the awful cave-in.,themselves
38,Reflexive,PL,SG,The paranoid foreman who supervised the coal miners presumably saved {} after the awful cave-in.,himself
38,Reflexive,PL,PL,The paranoid foreman who supervised the coal miners presumably saved {} after the awful cave-in.,themselves
39,Verbal,SG,SG,The serious general who advised the new corporal seemingly {} unhappy with the training regimen.,was
39,Verbal,SG,PL,The serious general who advised the new corporal seemingly {} unhappy with the training regimen.,were
39,Verbal,PL,SG,The serious general who advised the new corporals seemingly {} unhappy with the training regimen.,was
39,Verbal,PL,PL,The serious general who advised the new corporals seemingly {} unhappy with the training regimen.,were
39,Reflexive,SG,SG,The serious general who advised the new corporal seemingly committed {} to the training regimen.,himself
39,Reflexive,SG,PL,The serious general who advised the new corporal seemingly committed {} to the training regimen.,themselves
39,Reflexive,PL,SG,The serious general who advised the new corporals seemingly committed {} to the training regimen.,himself
39,Reflexive,PL,PL,The serious general who advised the new corporals seemingly committed {} to the training regimen.,themselves
40,Verbal,SG,SG,The new executive who oversaw the middle manager apparently {} dishonest about the company's profits.,was
40,Verbal,SG,PL,The new executive who oversaw the middle manager apparently {} dishonest about the company's profits.,were
40,Verbal,PL,SG,The new executive who oversaw the middle managers apparently {} dishonest about the company's profits.,was
40,Verbal,PL,PL,The new executive who oversaw the middle managers apparently {} dishonest about the company's profits.,were
40,Reflexive,SG,SG,The new executive who oversaw the middle manager apparently doubted {} on most major decisions.,himself
40,Reflexive,SG,PL,The new executive who oversaw the middle manager apparently doubted {} on most major decisions.,themselves
40,Reflexive,PL,SG,The new executive who oversaw the middle managers apparently doubted {} on most major decisions.,himself
40,Reflexive,PL,PL,The new executive who oversaw the middle managers apparently doubted {} on most major decisions.,themselves
41,Verbal,SG,SG,The popular sheriff who campaigned for the incumbent politician never {} concerned with preventing violent crime.,was
41,Verbal,SG,PL,The popular sheriff who campaigned for the incumbent politician never {} concerned with preventing violent crime.,were
41,Verbal,PL,SG,The popular sheriff who campaigned for the incumbent politicians never {} concerned with preventing violent crime.,was
41,Verbal,PL,PL,The popular sheriff who campaigned for the incumbent politicians never {} concerned with preventing violent crime.,were
41,Reflexive,SG,SG,The popular sheriff who campaigned for the incumbent politician never prepared {} for the new press briefing.,himself
41,Reflexive,SG,PL,The popular sheriff who campaigned for the incumbent politician never prepared {} for the new press briefing.,themselves
41,Reflexive,PL,SG,The popular sheriff who campaigned for the incumbent politicians never prepared {} for the new press briefing.,himself
41,Reflexive,PL,PL,The popular sheriff who campaigned for the incumbent politicians never prepared {} for the new press briefing.,themselves
42,Verbal,SG,SG,The somber minister who conversed with the religious scholar usually {} tempted to discuss controversial issues.,was
42,Verbal,SG,PL,The somber minister who conversed with the religious scholar usually {} tempted to discuss controversial issues.,were
42,Verbal,PL,SG,The somber minister who conversed with the religious scholars usually {} tempted to discuss controversial issues.,was
42,Verbal,PL,PL,The somber minister who conversed with the religious scholars usually {} tempted to discuss controversial issues.,were
42,Reflexive,SG,SG,The somber minister who conversed with the religious scholar usually presented {} as very open-minded.,himself
42,Reflexive,SG,PL,The somber minister who conversed with the religious scholar usually presented {} as very open-minded.,themselves
42,Reflexive,PL,SG,The somber minister who conversed with the religious scholars usually presented {} as very open-minded.,himself
42,Reflexive,PL,PL,The somber minister who conversed with the religious scholars usually presented {} as very open-minded.,themselves
43,Verbal,SG,SG,The rich CEO who employed the expensive chauffeur typically {} unwilling to take the scenic route.,was
43,Verbal,SG,PL,The rich CEO who employed the expensive chauffeur typically {} unwilling to take the scenic route.,were
43,Verbal,PL,SG,The rich CEO who employed the expensive chauffeurs typically {} unwilling to take the scenic route.,was
43,Verbal,PL,PL,The rich CEO who employed the expensive chauffeurs typically {} unwilling to take the scenic route.,were
43,Reflexive,SG,SG,The rich CEO who employed the expensive chauffeur typically amused {} by requesting the scenic route.,himself
43,Reflexive,SG,PL,The rich CEO who employed the expensive chauffeur typically amused {} by requesting the scenic route.,themselves
43,Reflexive,PL,SG,The rich CEO who employed the expensive chauffeurs typically amused {} by requesting the scenic route.,himself
43,Reflexive,PL,PL,The rich CEO who employed the expensive chauffeurs typically amused {} by requesting the scenic route.,themselves
44,Verbal,SG,SG,The handy plumber who helped the absentminded homeowner probably {} watchful for any leaky joints.,was
44,Verbal,SG,PL,The handy plumber who helped the absentminded homeowner probably {} watchful for any leaky joints.,were
44,Verbal,PL,SG,The handy plumber who helped the absentminded homeowners probably {} watchful for any leaky joints.,was
44,Verbal,PL,PL,The handy plumber who helped the absentminded homeowners probably {} watchful for any leaky joints.,were
44,Reflexive,SG,SG,The handy plumber who helped the absentminded homeowner probably drenched {} when the pipes burst.,himself
44,Reflexive,SG,PL,The handy plumber who helped the absentminded homeowner probably drenched {} when the pipes burst.,themselves
44,Reflexive,PL,SG,The handy plumber who helped the absentminded homeowners probably drenched {} when the pipes burst.,himself
44,Reflexive,PL,PL,The handy plumber who helped the absentminded homeowners probably drenched {} when the pipes burst.,themselves
45,Verbal,SG,SG,The elderly doctor who treated the tough soldier usually {} reluctant to prescribe pain medication.,was
45,Verbal,SG,PL,The elderly doctor who treated the tough soldier usually {} reluctant to prescribe pain medication.,were
45,Verbal,PL,SG,The elderly doctor who treated the tough soldiers usually {} reluctant to prescribe pain medication.,was
45,Verbal,PL,PL,The elderly doctor who treated the tough soldiers usually {} reluctant to prescribe pain medication.,were
45,Reflexive,SG,SG,The elderly doctor who treated the tough soldier usually cleaned {} after every single appointment.,himself
45,Reflexive,SG,PL,The elderly doctor who treated the tough soldier usually cleaned {} after every single appointment.,themselves
45,Reflexive,PL,SG,The elderly doctor who treated the tough soldiers usually cleaned {} after every single appointment.,himself
45,Reflexive,PL,PL,The elderly doctor who treated the tough soldiers usually cleaned {} after every single appointment.,themselves
46,Verbal,SG,SG,The football referee who argued with the large quarterback surprisingly {} unwilling to change the decision.,was
46,Verbal,SG,PL,The football referee who argued with the large quarterback surprisingly {} unwilling to change the decision.,were
46,Verbal,PL,SG,The football referee who argued with the large quarterbacks surprisingly {} unwilling to change the decision.,was
46,Verbal,PL,PL,The football referee who argued with the large quarterbacks surprisingly {} unwilling to change the decision.,were
46,Reflexive,SG,SG,The football referee who argued with the large quarterback surprisingly excused {} from the important game.,himself
46,Reflexive,SG,PL,The football referee who argued with the large quarterback surprisingly excused {} from the important game.,themselves
46,Reflexive,PL,SG,The football referee who argued with the large quarterbacks surprisingly excused {} from the important game.,himself
46,Reflexive,PL,PL,The football referee who argued with the large quarterbacks surprisingly excused {} from the important game.,themselves
47,Verbal,SG,SG,The rough woodsman who helped the tired hiker evidently {} annoyed with the environmental activists.,was
47,Verbal,SG,PL,The rough woodsman who helped the tired hiker evidently {} annoyed with the environmental activists.,were
47,Verbal,PL,SG,The rough woodsman who helped the tired hikers evidently {} annoyed with the environmental activists.,was
47,Verbal,PL,PL,The rough woodsman who helped the tired hikers evidently {} annoyed with the environmental activists.,were
47,Reflexive,SG,SG,The rough woodsman who helped the tired hiker evidently secluded {} from the outside world.,himself
47,Reflexive,SG,PL,The rough woodsman who helped the tired hiker evidently secluded {} from the outside world.,themselves
47,Reflexive,PL,SG,The rough woodsman who helped the tired hikers evidently secluded {} from the outside world.,himself
47,Reflexive,PL,PL,The rough woodsman who helped the tired hikers evidently secluded {} from the outside world.,themselves
48,Verbal,SG,SG,The slick politician who avoided the persistent journalist reportedly {} hypocritical in condemning the lobbyists.,was
48,Verbal,SG,PL,The slick politician who avoided the persistent journalist reportedly {} hypocritical in condemning the lobbyists.,were
48,Verbal,PL,SG,The slick politician who avoided the persistent journalists reportedly {} hypocritical in condemning the lobbyists.,was
48,Verbal,PL,PL,The slick politician who avoided the persistent journalists reportedly {} hypocritical in condemning the lobbyists.,were
48,Reflexive,SG,SG,The slick politician who avoided the persistent journalist reportedly described {} as typically conservative.,himself
48,Reflexive,SG,PL,The slick politician who avoided the persistent journalist reportedly described {} as typically conservative.,themselves
48,Reflexive,PL,SG,The slick politician who avoided the persistent journalists reportedly described {} as typically conservative.,himself
48,Reflexive,PL,PL,The slick politician who avoided the persistent journalists reportedly described {} as typically conservative.,themselves
